Interaction ID,Customer ID,Channel,Happiness Score,Agent,Interaction_Count
INT325320,US00017111,Phone,Neutral,Ashley,2
INT325321,US00017111,Phone,Happy,Ashley,2
INT325322,US00017111,Email,Neutral,Javier,2
INT325323,US00017111,Email,Very Happy,Kate,2
INT325324,US00017111,SMS,Very Happy,,1
INT325325,US00017111,Self-Service,Happy,,2
INT325326,US00017111,Self-Service,Neutral,,2
INT325327,US00017111,Case,Very Unhappy,Javier,2
INT325328,US00017111,Case,Very Happy,Javier,2
INT325329,US00017111,IVR,Very Happy,,1
INT325330,US00017112,Phone,Happy,Javier,3
INT325331,US00017112,Phone,Happy,Javier,3
INT325332,US00017112,Phone,Very Happy,Ashley,3
INT325333,US00017112,Email,Happy,Kate,1
INT325334,US00017112,SMS,Very Unhappy,,2
INT325335,US00017112,SMS,Unhappy,,2
INT325336,US00017112,Self-Service,Very Happy,,3
INT325337,US00017112,Self-Service,Very Happy,,3
INT325338,US00017112,Self-Service,Happy,,3
INT325339,US00017112,Case,Very Happy,Ashley,2
INT325340,US00017112,Case,Unhappy,Ashley,2
INT325341,US00017112,IVR,Unhappy,,1
INT325342,US00017113,Phone,Happy,Kate,2
INT325343,US00017113,Phone,Neutral,Ashley,2
INT325344,US00017113,Email,Happy,Ashley,2
INT325345,US00017113,Email,Very Happy,Javier,2
INT325346,US00017113,SMS,Very Unhappy,,3
INT325347,US00017113,SMS,Very Unhappy,,3
INT325348,US00017113,SMS,Very Happy,,3
INT325349,US00017113,Self-Service,Very Happy,,2
INT325350,US00017113,Self-Service,Very Unhappy,,2
INT325351,US00017113,Case,Very Unhappy,Javier,1
INT325352,US00017113,IVR,Neutral,,1
INT325353,US00017114,Phone,Happy,Kate,1
INT325354,US00017114,Email,Happy,Javier,3
INT325355,US00017114,Email,Neutral,Kate,3
INT325356,US00017114,Email,Happy,Ashley,3
INT325357,US00017114,SMS,Very Unhappy,,3
INT325358,US00017114,SMS,Neutral,,3
INT325359,US00017114,SMS,Very Unhappy,,3
INT325360,US00017114,Self-Service,Neutral,,3
INT325361,US00017114,Self-Service,Happy,,3
INT325362,US00017114,Self-Service,Happy,,3
INT325363,US00017114,Case,Happy,Kate,2
INT325364,US00017114,Case,Neutral,Javier,2
INT325365,US00017114,IVR,Very Happy,,3
INT325366,US00017114,IVR,Neutral,,3
INT325367,US00017114,IVR,Happy,,3
INT325368,US00017115,Phone,Neutral,Ashley,1
INT325369,US00017115,Email,Neutral,Kate,2
INT325370,US00017115,Email,Happy,Kate,2
INT325371,US00017115,SMS,Very Unhappy,,3
INT325372,US00017115,SMS,Very Happy,,3
INT325373,US00017115,SMS,Very Unhappy,,3
INT325374,US00017115,Self-Service,Unhappy,,2
INT325375,US00017115,Self-Service,Unhappy,,2
INT325376,US00017115,Case,Neutral,Ashley,1
INT325377,US00017115,IVR,Happy,,2
INT325378,US00017115,IVR,Very Unhappy,,2
INT325379,US00017116,Phone,Very Happy,Javier,1
INT325380,US00017116,Email,Very Happy,Kate,1
INT325381,US00017116,SMS,Happy,,3
INT325382,US00017116,SMS,Very Happy,,3
INT325383,US00017116,SMS,Unhappy,,3
INT325384,US00017116,Self-Service,Happy,,2
INT325385,US00017116,Self-Service,Unhappy,,2
INT325386,US00017116,Case,Neutral,Ashley,2
INT325387,US00017116,Case,Very Happy,Ashley,2
INT325388,US00017116,IVR,Neutral,,3
INT325389,US00017116,IVR,Unhappy,,3
INT325390,US00017116,IVR,Happy,,3
INT325391,US00017117,Phone,Neutral,Javier,3
INT325392,US00017117,Phone,Happy,Kate,3
INT325393,US00017117,Phone,Neutral,Javier,3
INT325394,US00017117,Email,Very Happy,Kate,2
INT325395,US00017117,Email,Very Happy,Kate,2
INT325396,US00017117,SMS,Happy,,2
INT325397,US00017117,SMS,Very Happy,,2
INT325398,US00017117,Self-Service,Neutral,,3
INT325399,US00017117,Self-Service,Happy,,3
INT325400,US00017117,Self-Service,Happy,,3
INT325401,US00017117,Case,Neutral,Kate,2
INT325402,US00017117,Case,Happy,Ashley,2
INT325403,US00017117,IVR,Very Happy,,2
INT325404,US00017117,IVR,Happy,,2
INT325405,US00017118,Phone,Happy,Ashley,1
INT325406,US00017118,Email,Unhappy,Ashley,1
INT325407,US00017118,SMS,Very Happy,,1
INT325408,US00017118,Self-Service,Happy,,2
INT325409,US00017118,Self-Service,Happy,,2
INT325410,US00017118,Case,Unhappy,Kate,1
INT325411,US00017118,IVR,Very Happy,,1
INT325412,US00017119,Phone,Very Happy,Javier,3
INT325413,US00017119,Phone,Happy,Ashley,3
INT325414,US00017119,Phone,Happy,Ashley,3
INT325415,US00017119,Email,Happy,Javier,1
INT325416,US00017119,SMS,Very Unhappy,,1
INT325417,US00017119,Self-Service,Happy,,2
INT325418,US00017119,Self-Service,Happy,,2
INT325419,US00017119,Case,Neutral,Javier,1
INT325420,US00017119,IVR,Unhappy,,1
INT325421,US00017120,Phone,Very Unhappy,Javier,2
INT325422,US00017120,Phone,Very Happy,Javier,2
INT325423,US00017120,Email,Very Happy,Kate,2
INT325424,US00017120,Email,Neutral,Ashley,2
INT325425,US00017120,SMS,Happy,,1
INT325426,US00017120,Self-Service,Very Happy,,2
INT325427,US00017120,Self-Service,Very Happy,,2
INT325428,US00017120,Case,Very Happy,Javier,2
INT325429,US00017120,Case,Happy,Javier,2
INT325430,US00017120,IVR,Neutral,,1
INT325431,US00017121,Phone,Happy,Kate,3
INT325432,US00017121,Phone,Very Happy,Ashley,3
INT325433,US00017121,Phone,Very Unhappy,Ashley,3
INT325434,US00017121,Email,Very Happy,Kate,3
INT325435,US00017121,Email,Unhappy,Ashley,3
INT325436,US00017121,Email,Unhappy,Kate,3
INT325437,US00017121,SMS,Neutral,,3
INT325438,US00017121,SMS,Very Unhappy,,3
INT325439,US00017121,SMS,Very Unhappy,,3
INT325440,US00017121,Self-Service,Very Happy,,1
INT325441,US00017121,Case,Happy,Kate,1
INT325442,US00017121,IVR,Unhappy,,3
INT325443,US00017121,IVR,Happy,,3
INT325444,US00017121,IVR,Very Happy,,3
INT325445,US00017122,Phone,Unhappy,Kate,1
INT325446,US00017122,Email,Very Unhappy,Javier,3
INT325447,US00017122,Email,Happy,Kate,3
INT325448,US00017122,Email,Very Happy,Kate,3
INT325449,US00017122,SMS,Very Happy,,1
INT325450,US00017122,Self-Service,Neutral,,1
INT325451,US00017122,Case,Very Happy,Kate,3
INT325452,US00017122,Case,Happy,Ashley,3
INT325453,US00017122,Case,Very Happy,Kate,3
INT325454,US00017122,IVR,Very Happy,,3
INT325455,US00017122,IVR,Unhappy,,3
INT325456,US00017122,IVR,Very Unhappy,,3
INT325457,US00017123,Phone,Very Unhappy,Javier,3
INT325458,US00017123,Phone,Neutral,Kate,3
INT325459,US00017123,Phone,Happy,Ashley,3
INT325460,US00017123,Email,Happy,Javier,1
INT325461,US00017123,SMS,Unhappy,,2
INT325462,US00017123,SMS,Neutral,,2
INT325463,US00017123,Self-Service,Neutral,,2
INT325464,US00017123,Self-Service,Very Happy,,2
INT325465,US00017123,Case,Happy,Ashley,3
INT325466,US00017123,Case,Happy,Kate,3
INT325467,US00017123,Case,Happy,Ashley,3
INT325468,US00017123,IVR,Happy,,2
INT325469,US00017123,IVR,Happy,,2
INT325470,US00017124,Phone,Very Happy,Kate,1
INT325471,US00017124,Email,Unhappy,Ashley,3
INT325472,US00017124,Email,Unhappy,Javier,3
INT325473,US00017124,Email,Neutral,Ashley,3
INT325474,US00017124,SMS,Happy,,2
INT325475,US00017124,SMS,Happy,,2
INT325476,US00017124,Self-Service,Unhappy,,2
INT325477,US00017124,Self-Service,Neutral,,2
INT325478,US00017124,Case,Unhappy,Ashley,1
INT325479,US00017124,IVR,Unhappy,,1
INT325480,US00017125,Phone,Happy,Ashley,3
INT325481,US00017125,Phone,Happy,Kate,3
INT325482,US00017125,Phone,Neutral,Ashley,3
INT325483,US00017125,Email,Happy,Ashley,3
INT325484,US00017125,Email,Happy,Ashley,3
INT325485,US00017125,Email,Happy,Javier,3
INT325486,US00017125,SMS,Happy,,3
INT325487,US00017125,SMS,Very Happy,,3
INT325488,US00017125,SMS,Happy,,3
INT325489,US00017125,Self-Service,Unhappy,,2
INT325490,US00017125,Self-Service,Very Happy,,2
INT325491,US00017125,Case,Unhappy,Javier,3
INT325492,US00017125,Case,Happy,Javier,3
INT325493,US00017125,Case,Very Happy,Javier,3
INT325494,US00017125,IVR,Happy,,2
INT325495,US00017125,IVR,Happy,,2
INT325496,US00017126,Phone,Neutral,Kate,1
INT325497,US00017126,Email,Very Happy,Ashley,2
INT325498,US00017126,Email,Happy,Javier,2
INT325499,US00017126,SMS,Very Unhappy,,3
INT325500,US00017126,SMS,Neutral,,3
INT325501,US00017126,SMS,Neutral,,3
INT325502,US00017126,Self-Service,Happy,,1
INT325503,US00017126,Case,Very Happy,Kate,2
INT325504,US00017126,Case,Very Happy,Javier,2
INT325505,US00017126,IVR,Happy,,3
INT325506,US00017126,IVR,Happy,,3
INT325507,US00017126,IVR,Very Unhappy,,3
INT325508,US00017127,Phone,Neutral,Javier,2
INT325509,US00017127,Phone,Neutral,Kate,2
INT325510,US00017127,Email,Very Happy,Javier,2
INT325511,US00017127,Email,Happy,Kate,2
INT325512,US00017127,SMS,Very Happy,,1
INT325513,US00017127,Self-Service,Happy,,3
INT325514,US00017127,Self-Service,Happy,,3
INT325515,US00017127,Self-Service,Happy,,3
INT325516,US00017127,Case,Very Happy,Kate,1
INT325517,US00017127,IVR,Neutral,,2
INT325518,US00017127,IVR,Very Happy,,2
INT325519,US00017128,Phone,Unhappy,Javier,1
INT325520,US00017128,Email,Happy,Kate,1
INT325521,US00017128,SMS,Very Unhappy,,1
INT325522,US00017128,Self-Service,Unhappy,,1
INT325523,US00017128,Case,Very Happy,Javier,2
INT325524,US00017128,Case,Very Happy,Javier,2
INT325525,US00017128,IVR,Very Unhappy,,2
INT325526,US00017128,IVR,Unhappy,,2
INT325527,US00017129,Phone,Neutral,Kate,2
INT325528,US00017129,Phone,Very Happy,Kate,2
INT325529,US00017129,Email,Happy,Ashley,3
INT325530,US00017129,Email,Very Unhappy,Javier,3
INT325531,US00017129,Email,Happy,Ashley,3
INT325532,US00017129,SMS,Happy,,3
INT325533,US00017129,SMS,Happy,,3
INT325534,US00017129,SMS,Neutral,,3
INT325535,US00017129,Self-Service,Unhappy,,1
INT325536,US00017129,Case,Happy,Ashley,2
INT325537,US00017129,Case,Neutral,Javier,2
INT325538,US00017129,IVR,Neutral,,1
INT325539,US00017130,Phone,Very Happy,Javier,2
INT325540,US00017130,Phone,Very Happy,Kate,2
INT325541,US00017130,Email,Very Happy,Ashley,3
INT325542,US00017130,Email,Neutral,Kate,3
INT325543,US00017130,Email,Very Unhappy,Javier,3
INT325544,US00017130,SMS,Very Happy,,3
INT325545,US00017130,SMS,Happy,,3
INT325546,US00017130,SMS,Unhappy,,3
INT325547,US00017130,Self-Service,Neutral,,3
INT325548,US00017130,Self-Service,Very Happy,,3
INT325549,US00017130,Self-Service,Very Happy,,3
INT325550,US00017130,Case,Happy,Ashley,1
INT325551,US00017130,IVR,Neutral,,3
INT325552,US00017130,IVR,Happy,,3
INT325553,US00017130,IVR,Neutral,,3
INT325554,US00017131,Phone,Very Happy,Javier,1
INT325555,US00017131,Email,Very Happy,Kate,1
INT325556,US00017131,SMS,Very Happy,,3
INT325557,US00017131,SMS,Very Happy,,3
INT325558,US00017131,SMS,Very Happy,,3
INT325559,US00017131,Self-Service,Unhappy,,2
INT325560,US00017131,Self-Service,Unhappy,,2
INT325561,US00017131,Case,Neutral,Ashley,3
INT325562,US00017131,Case,Neutral,Javier,3
INT325563,US00017131,Case,Unhappy,Javier,3
INT325564,US00017131,IVR,Neutral,,3
INT325565,US00017131,IVR,Happy,,3
INT325566,US00017131,IVR,Very Happy,,3
INT325567,US00017132,Phone,Neutral,Javier,3
INT325568,US00017132,Phone,Neutral,Ashley,3
INT325569,US00017132,Phone,Happy,Ashley,3
INT325570,US00017132,Email,Very Happy,Javier,1
INT325571,US00017132,SMS,Very Unhappy,,3
INT325572,US00017132,SMS,Happy,,3
INT325573,US00017132,SMS,Neutral,,3
INT325574,US00017132,Self-Service,Unhappy,,2
INT325575,US00017132,Self-Service,Unhappy,,2
INT325576,US00017132,Case,Neutral,Kate,2
INT325577,US00017132,Case,Very Happy,Kate,2
INT325578,US00017132,IVR,Unhappy,,2
INT325579,US00017132,IVR,Happy,,2
INT325580,US00017133,Phone,Neutral,Ashley,3
INT325581,US00017133,Phone,Happy,Ashley,3
INT325582,US00017133,Phone,Very Happy,Kate,3
INT325583,US00017133,Email,Very Unhappy,Ashley,1
INT325584,US00017133,SMS,Happy,,2
INT325585,US00017133,SMS,Unhappy,,2
INT325586,US00017133,Self-Service,Happy,,1
INT325587,US00017133,Case,Very Happy,Javier,3
INT325588,US00017133,Case,Unhappy,Kate,3
INT325589,US00017133,Case,Happy,Kate,3
INT325590,US00017133,IVR,Unhappy,,3
INT325591,US00017133,IVR,Neutral,,3
INT325592,US00017133,IVR,Neutral,,3
INT325593,US00017134,Phone,Very Unhappy,Kate,2
INT325594,US00017134,Phone,Happy,Kate,2
INT325595,US00017134,Email,Happy,Javier,3
INT325596,US00017134,Email,Happy,Kate,3
INT325597,US00017134,Email,Happy,Kate,3
INT325598,US00017134,SMS,Happy,,1
INT325599,US00017134,Self-Service,Happy,,1
INT325600,US00017134,Case,Neutral,Ashley,3
INT325601,US00017134,Case,Very Happy,Kate,3
INT325602,US00017134,Case,Very Unhappy,Javier,3
INT325603,US00017134,IVR,Neutral,,3
INT325604,US00017134,IVR,Very Unhappy,,3
INT325605,US00017134,IVR,Very Happy,,3
INT325606,US00017135,Phone,Unhappy,Javier,2
INT325607,US00017135,Phone,Happy,Ashley,2
INT325608,US00017135,Email,Unhappy,Ashley,3
INT325609,US00017135,Email,Very Unhappy,Javier,3
INT325610,US00017135,Email,Unhappy,Kate,3
INT325611,US00017135,SMS,Very Unhappy,,2
INT325612,US00017135,SMS,Happy,,2
INT325613,US00017135,Self-Service,Unhappy,,3
INT325614,US00017135,Self-Service,Very Happy,,3
INT325615,US00017135,Self-Service,Very Unhappy,,3
INT325616,US00017135,Case,Unhappy,Javier,3
INT325617,US00017135,Case,Very Happy,Ashley,3
INT325618,US00017135,Case,Happy,Ashley,3
INT325619,US00017135,IVR,Unhappy,,3
INT325620,US00017135,IVR,Happy,,3
INT325621,US00017135,IVR,Happy,,3
INT325622,US00017136,Phone,Unhappy,Ashley,3
INT325623,US00017136,Phone,Very Happy,Ashley,3
INT325624,US00017136,Phone,Very Happy,Kate,3
INT325625,US00017136,Email,Happy,Javier,3
INT325626,US00017136,Email,Happy,Javier,3
INT325627,US00017136,Email,Very Happy,Ashley,3
INT325628,US00017136,SMS,Very Happy,,1
INT325629,US00017136,Self-Service,Very Unhappy,,2
INT325630,US00017136,Self-Service,Happy,,2
INT325631,US00017136,Case,Very Unhappy,Ashley,2
INT325632,US00017136,Case,Very Happy,Ashley,2
INT325633,US00017136,IVR,Unhappy,,3
INT325634,US00017136,IVR,Happy,,3
INT325635,US00017136,IVR,Happy,,3
INT325636,US00017137,Phone,Happy,Ashley,3
INT325637,US00017137,Phone,Happy,Ashley,3
INT325638,US00017137,Phone,Neutral,Ashley,3
INT325639,US00017137,Email,Very Happy,Kate,1
INT325640,US00017137,SMS,Happy,,2
INT325641,US00017137,SMS,Very Happy,,2
INT325642,US00017137,Self-Service,Very Unhappy,,2
INT325643,US00017137,Self-Service,Happy,,2
INT325644,US00017137,Case,Very Happy,Ashley,2
INT325645,US00017137,Case,Happy,Ashley,2
INT325646,US00017137,IVR,Very Unhappy,,1
INT325647,US00017138,Phone,Unhappy,Kate,1
INT325648,US00017138,Email,Very Unhappy,Javier,1
INT325649,US00017138,SMS,Happy,,2
INT325650,US00017138,SMS,Very Happy,,2
INT325651,US00017138,Self-Service,Very Happy,,1
INT325652,US00017138,Case,Happy,Ashley,3
INT325653,US00017138,Case,Very Unhappy,Kate,3
INT325654,US00017138,Case,Neutral,Kate,3
INT325655,US00017138,IVR,Very Unhappy,,2
INT325656,US00017138,IVR,Neutral,,2
INT325657,US00017139,Phone,Happy,Ashley,3
INT325658,US00017139,Phone,Unhappy,Javier,3
INT325659,US00017139,Phone,Unhappy,Ashley,3
INT325660,US00017139,Email,Unhappy,Ashley,2
INT325661,US00017139,Email,Happy,Kate,2
INT325662,US00017139,SMS,Happy,,3
INT325663,US00017139,SMS,Very Happy,,3
INT325664,US00017139,SMS,Happy,,3
INT325665,US00017139,Self-Service,Happy,,3
INT325666,US00017139,Self-Service,Very Happy,,3
INT325667,US00017139,Self-Service,Neutral,,3
INT325668,US00017139,Case,Very Unhappy,Kate,1
INT325669,US00017139,IVR,Happy,,3
INT325670,US00017139,IVR,Happy,,3
INT325671,US00017139,IVR,Neutral,,3
INT325672,US00017140,Phone,Happy,Kate,1
INT325673,US00017140,Email,Happy,Kate,2
INT325674,US00017140,Email,Neutral,Kate,2
INT325675,US00017140,SMS,Happy,,3
INT325676,US00017140,SMS,Very Happy,,3
INT325677,US00017140,SMS,Happy,,3
INT325678,US00017140,Self-Service,Happy,,1
INT325679,US00017140,Case,Very Unhappy,Ashley,3
INT325680,US00017140,Case,Happy,Javier,3
INT325681,US00017140,Case,Unhappy,Kate,3
INT325682,US00017140,IVR,Unhappy,,3
INT325683,US00017140,IVR,Happy,,3
INT325684,US00017140,IVR,Happy,,3
INT325685,US00017141,Phone,Very Happy,Ashley,1
INT325686,US00017141,Email,Very Happy,Ashley,1
INT325687,US00017141,SMS,Happy,,2
INT325688,US00017141,SMS,Neutral,,2
INT325689,US00017141,Self-Service,Very Happy,,1
INT325690,US00017141,Case,Very Happy,Javier,2
INT325691,US00017141,Case,Happy,Ashley,2
INT325692,US00017141,IVR,Happy,,2
INT325693,US00017141,IVR,Happy,,2
INT325694,US00017142,Phone,Happy,Javier,3
INT325695,US00017142,Phone,Very Happy,Kate,3
INT325696,US00017142,Phone,Very Unhappy,Kate,3
INT325697,US00017142,Email,Happy,Kate,1
INT325698,US00017142,SMS,Unhappy,,2
INT325699,US00017142,SMS,Very Happy,,2
INT325700,US00017142,Self-Service,Very Unhappy,,1
INT325701,US00017142,Case,Neutral,Ashley,2
INT325702,US00017142,Case,Neutral,Javier,2
INT325703,US00017142,IVR,Very Happy,,3
INT325704,US00017142,IVR,Neutral,,3
INT325705,US00017142,IVR,Unhappy,,3
INT325706,US00017143,Phone,Unhappy,Kate,2
INT325707,US00017143,Phone,Very Unhappy,Javier,2
INT325708,US00017143,Email,Very Happy,Kate,3
INT325709,US00017143,Email,Happy,Javier,3
INT325710,US00017143,Email,Very Happy,Ashley,3
INT325711,US00017143,SMS,Unhappy,,1
INT325712,US00017143,Self-Service,Unhappy,,2
INT325713,US00017143,Self-Service,Very Happy,,2
INT325714,US00017143,Case,Neutral,Javier,1
INT325715,US00017143,IVR,Happy,,1
INT325716,US00017144,Phone,Very Happy,Kate,2
INT325717,US00017144,Phone,Very Unhappy,Javier,2
INT325718,US00017144,Email,Happy,Ashley,1
INT325719,US00017144,SMS,Very Happy,,1
INT325720,US00017144,Self-Service,Happy,,1
INT325721,US00017144,Case,Neutral,Kate,3
INT325722,US00017144,Case,Unhappy,Javier,3
INT325723,US00017144,Case,Neutral,Javier,3
INT325724,US00017144,IVR,Very Unhappy,,3
INT325725,US00017144,IVR,Happy,,3
INT325726,US00017144,IVR,Happy,,3
INT325727,US00017145,Phone,Neutral,Javier,1
INT325728,US00017145,Email,Very Happy,Kate,3
INT325729,US00017145,Email,Neutral,Javier,3
INT325730,US00017145,Email,Neutral,Ashley,3
INT325731,US00017145,SMS,Unhappy,,1
INT325732,US00017145,Self-Service,Unhappy,,3
INT325733,US00017145,Self-Service,Unhappy,,3
INT325734,US00017145,Self-Service,Happy,,3
INT325735,US00017145,Case,Neutral,Ashley,2
INT325736,US00017145,Case,Neutral,Javier,2
INT325737,US00017145,IVR,Neutral,,2
INT325738,US00017145,IVR,Unhappy,,2
INT325739,US00017146,Phone,Happy,Javier,3
INT325740,US00017146,Phone,Unhappy,Javier,3
INT325741,US00017146,Phone,Happy,Kate,3
INT325742,US00017146,Email,Neutral,Javier,1
INT325743,US00017146,SMS,Happy,,3
INT325744,US00017146,SMS,Very Happy,,3
INT325745,US00017146,SMS,Very Happy,,3
INT325746,US00017146,Self-Service,Neutral,,3
INT325747,US00017146,Self-Service,Happy,,3
INT325748,US00017146,Self-Service,Neutral,,3
INT325749,US00017146,Case,Happy,Kate,1
INT325750,US00017146,IVR,Very Happy,,2
INT325751,US00017146,IVR,Happy,,2
INT325752,US00017147,Phone,Very Happy,Ashley,3
INT325753,US00017147,Phone,Happy,Kate,3
INT325754,US00017147,Phone,Very Happy,Javier,3
INT325755,US00017147,Email,Very Happy,Kate,1
INT325756,US00017147,SMS,Happy,,3
INT325757,US00017147,SMS,Happy,,3
INT325758,US00017147,SMS,Unhappy,,3
INT325759,US00017147,Self-Service,Very Happy,,2
INT325760,US00017147,Self-Service,Happy,,2
INT325761,US00017147,Case,Very Unhappy,Kate,1
INT325762,US00017147,IVR,Happy,,1
INT325763,US00017148,Phone,Happy,Kate,2
INT325764,US00017148,Phone,Unhappy,Kate,2
INT325765,US00017148,Email,Unhappy,Ashley,1
INT325766,US00017148,SMS,Very Happy,,2
INT325767,US00017148,SMS,Happy,,2
INT325768,US00017148,Self-Service,Very Unhappy,,1
INT325769,US00017148,Case,Unhappy,Javier,1
INT325770,US00017148,IVR,Neutral,,3
INT325771,US00017148,IVR,Very Unhappy,,3
INT325772,US00017148,IVR,Unhappy,,3
INT325773,US00017149,Phone,Happy,Javier,3
INT325774,US00017149,Phone,Happy,Kate,3
INT325775,US00017149,Phone,Neutral,Javier,3
INT325776,US00017149,Email,Neutral,Kate,1
INT325777,US00017149,SMS,Happy,,3
INT325778,US00017149,SMS,Unhappy,,3
INT325779,US00017149,SMS,Very Happy,,3
INT325780,US00017149,Self-Service,Happy,,2
INT325781,US00017149,Self-Service,Very Happy,,2
INT325782,US00017149,Case,Happy,Kate,1
INT325783,US00017149,IVR,Very Happy,,3
INT325784,US00017149,IVR,Unhappy,,3
INT325785,US00017149,IVR,Very Happy,,3
INT325786,US00017150,Phone,Very Unhappy,Javier,2
INT325787,US00017150,Phone,Neutral,Kate,2
INT325788,US00017150,Email,Very Unhappy,Javier,3
INT325789,US00017150,Email,Unhappy,Kate,3
INT325790,US00017150,Email,Happy,Kate,3
INT325791,US00017150,SMS,Very Unhappy,,1
INT325792,US00017150,Self-Service,Neutral,,1
INT325793,US00017150,Case,Very Unhappy,Kate,3
INT325794,US00017150,Case,Happy,Javier,3
INT325795,US00017150,Case,Unhappy,Ashley,3
INT325796,US00017150,IVR,Very Unhappy,,1
INT325797,US00017151,Phone,Happy,Ashley,1
INT325798,US00017151,Email,Happy,Javier,3
INT325799,US00017151,Email,Happy,Ashley,3
INT325800,US00017151,Email,Happy,Ashley,3
INT325801,US00017151,SMS,Very Unhappy,,3
INT325802,US00017151,SMS,Unhappy,,3
INT325803,US00017151,SMS,Very Happy,,3
INT325804,US00017151,Self-Service,Neutral,,2
INT325805,US00017151,Self-Service,Unhappy,,2
INT325806,US00017151,Case,Very Happy,Ashley,3
INT325807,US00017151,Case,Very Happy,Javier,3
INT325808,US00017151,Case,Unhappy,Ashley,3
INT325809,US00017151,IVR,Neutral,,1
INT325810,US00017152,Phone,Unhappy,Ashley,2
INT325811,US00017152,Phone,Very Happy,Javier,2
INT325812,US00017152,Email,Unhappy,Javier,3
INT325813,US00017152,Email,Unhappy,Javier,3
INT325814,US00017152,Email,Happy,Kate,3
INT325815,US00017152,SMS,Happy,,1
INT325816,US00017152,Self-Service,Happy,,1
INT325817,US00017152,Case,Unhappy,Kate,3
INT325818,US00017152,Case,Happy,Ashley,3
INT325819,US00017152,Case,Very Happy,Javier,3
INT325820,US00017152,IVR,Very Unhappy,,3
INT325821,US00017152,IVR,Happy,,3
INT325822,US00017152,IVR,Unhappy,,3
INT325823,US00017153,Phone,Neutral,Javier,1
INT325824,US00017153,Email,Unhappy,Javier,2
INT325825,US00017153,Email,Happy,Ashley,2
INT325826,US00017153,SMS,Very Happy,,3
INT325827,US00017153,SMS,Neutral,,3
INT325828,US00017153,SMS,Unhappy,,3
INT325829,US00017153,Self-Service,Neutral,,3
INT325830,US00017153,Self-Service,Neutral,,3
INT325831,US00017153,Self-Service,Very Happy,,3
INT325832,US00017153,Case,Very Unhappy,Ashley,3
INT325833,US00017153,Case,Very Happy,Kate,3
INT325834,US00017153,Case,Very Unhappy,Javier,3
INT325835,US00017153,IVR,Happy,,2
INT325836,US00017153,IVR,Unhappy,,2
INT325837,US00017154,Phone,Neutral,Javier,1
INT325838,US00017154,Email,Unhappy,Kate,3
INT325839,US00017154,Email,Very Happy,Javier,3
INT325840,US00017154,Email,Neutral,Ashley,3
INT325841,US00017154,SMS,Happy,,3
INT325842,US00017154,SMS,Happy,,3
INT325843,US00017154,SMS,Very Happy,,3
INT325844,US00017154,Self-Service,Happy,,2
INT325845,US00017154,Self-Service,Neutral,,2
INT325846,US00017154,Case,Unhappy,Javier,1
INT325847,US00017154,IVR,Neutral,,2
INT325848,US00017154,IVR,Unhappy,,2
INT325849,US00017155,Phone,Very Happy,Kate,2
INT325850,US00017155,Phone,Unhappy,Javier,2
INT325851,US00017155,Email,Neutral,Javier,3
INT325852,US00017155,Email,Very Happy,Kate,3
INT325853,US00017155,Email,Very Unhappy,Kate,3
INT325854,US00017155,SMS,Very Happy,,3
INT325855,US00017155,SMS,Neutral,,3
INT325856,US00017155,SMS,Very Happy,,3
INT325857,US00017155,Self-Service,Happy,,2
INT325858,US00017155,Self-Service,Neutral,,2
INT325859,US00017155,Case,Happy,Javier,3
INT325860,US00017155,Case,Very Unhappy,Javier,3
INT325861,US00017155,Case,Happy,Ashley,3
INT325862,US00017155,IVR,Very Happy,,1
INT325863,US00017156,Phone,Happy,Kate,3
INT325864,US00017156,Phone,Very Unhappy,Ashley,3
INT325865,US00017156,Phone,Unhappy,Kate,3
INT325866,US00017156,Email,Neutral,Ashley,2
INT325867,US00017156,Email,Unhappy,Javier,2
INT325868,US00017156,SMS,Happy,,1
INT325869,US00017156,Self-Service,Neutral,,2
INT325870,US00017156,Self-Service,Unhappy,,2
INT325871,US00017156,Case,Very Happy,Kate,2
INT325872,US00017156,Case,Very Happy,Javier,2
INT325873,US00017156,IVR,Very Happy,,3
INT325874,US00017156,IVR,Very Unhappy,,3
INT325875,US00017156,IVR,Happy,,3
INT325876,US00017157,Phone,Very Happy,Javier,3
INT325877,US00017157,Phone,Happy,Ashley,3
INT325878,US00017157,Phone,Happy,Javier,3
INT325879,US00017157,Email,Unhappy,Ashley,1
INT325880,US00017157,SMS,Neutral,,1
INT325881,US00017157,Self-Service,Very Happy,,3
INT325882,US00017157,Self-Service,Happy,,3
INT325883,US00017157,Self-Service,Very Happy,,3
INT325884,US00017157,Case,Very Unhappy,Ashley,2
INT325885,US00017157,Case,Very Happy,Javier,2
INT325886,US00017157,IVR,Neutral,,1
INT325887,US00017158,Phone,Happy,Ashley,3
INT325888,US00017158,Phone,Very Unhappy,Ashley,3
INT325889,US00017158,Phone,Happy,Kate,3
INT325890,US00017158,Email,Very Happy,Kate,3
INT325891,US00017158,Email,Happy,Kate,3
INT325892,US00017158,Email,Neutral,Kate,3
INT325893,US00017158,SMS,Unhappy,,2
INT325894,US00017158,SMS,Very Unhappy,,2
INT325895,US00017158,Self-Service,Very Happy,,3
INT325896,US00017158,Self-Service,Neutral,,3
INT325897,US00017158,Self-Service,Unhappy,,3
INT325898,US00017158,Case,Happy,Kate,1
INT325899,US00017158,IVR,Very Happy,,1
